"gene_name","gene_ort","TDN_num_patients","TP_num_patients","TDN_num_sites","TP_num_sites","TDN_peak_abund","TP_peak_abund","TDN_peak_relAbund","TP_peak_relAbund","abund_gini","long_count","max_geneDist","genomic_range","ort_fisher_test","On_Onco_List","Top_1pc_Abund","Top_10pc_Abund","Within_Cluster","Cluster_target.min"
"SPRED2","-",4,11,6,12,1,1,0.0579374275782155,1.19047619047619,0,1,440299,555578,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRED3","+",1,1,1,1,1,1,0.040453074433657,0.0251635631605435,0,1,1540,4072,1,FALSE,FALSE,TRUE,FALSE,NA
"SPRTN","+",4,0,4,0,1,0,0.0400641025641026,0,0,0,0,231352841,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRY1","+",22,14,25,23,2,3,0.145560407569141,1,0.176911544227886,2,95085,129610,0.259169323082097,FALSE,FALSE,TRUE,FALSE,NA
"SPRY2","-",18,11,26,16,2,3,0.106951871657754,4.34782608695652,0.198863636363637,1,327472,476104,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRY3","+",16,15,25,20,1,2,0.0684931506849315,1.88679245283019,0.081818181818182,1,276306,99017890,0.557159654059405,FALSE,TRUE,TRUE,FALSE,NA
"SPRY4","-",2,2,2,2,1,1,0.0641025641025641,0.261096605744125,0,1,64921,28457,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRY4-AS1","*",4,5,4,5,1,1,0.050251256281407,0.352112676056338,0,1,24954,156316,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRYD3","-",2,2,2,2,1,1,0.137362637362637,0.128369704749679,0,1,7308,10716,1,FALSE,FALSE,FALSE,FALSE,NA
"SPRYD4","+",1,1,1,1,1,1,0.00614703712810425,0.0141964792731403,0,1,136,2124,1,FALSE,FALSE,TRUE,FALSE,NA
"SPRYD7","-",4,1,5,1,1,1,0.149925037481259,0.0591366055588409,0,1,17076,50192,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"SPSB1","+",2,4,2,4,2,1,0.0367444424030865,0.571428571428571,0,1,0,42173,0.466666666666667,FALSE,FALSE,TRUE,FALSE,NA
"SPSB2","-",1,0,1,0,1,0,0.00767400813444862,0,0,0,0,6871186,1,FALSE,FALSE,FALSE,FALSE,NA
"SPSB3","-",32,12,40,14,2,2,0.111234705228031,0.970873786407767,0.138655462184873,1,173,5203,0.757008728326124,FALSE,TRUE,TRUE,FALSE,NA
"SPSB4","+",2,0,2,0,1,0,0.0236350744504845,0,0,0,19443,141097503,1,FALSE,FALSE,FALSE,FALSE,NA
"SPTA1","-",8,2,9,2,1,1,0.117924528301887,0.0885739592559787,0,1,0,32003,0.454545454545455,FALSE,FALSE,TRUE,FALSE,NA
"SPTAN1","+",98,48,317,147,4,6,0.485436893203883,3.07692307692308,0.16437451864892,2,5125,86053,0.0449131402316263,TRUE,TRUE,TRUE,FALSE,NA
"SPTB","-",4,1,4,1,1,1,0.136798905608755,0.0176740897843761,0,1,13006,147381,1,FALSE,FALSE,TRUE,FALSE,NA
"SPTBN1","+",43,22,55,30,3,9,0.0999000999000999,1.86335403726708,0.278294573643411,1,0,162222,0.363869246309251,FALSE,FALSE,TRUE,FALSE,NA
"SPTBN2","-",1,2,1,2,1,1,0.029603315571344,0.537634408602151,0,1,11160,50000,1,FALSE,FALSE,FALSE,FALSE,NA
"SPTBN4","+",3,2,4,2,1,1,0.0722543352601156,0.510204081632653,0,1,0,45474,0.466666666666667,FALSE,FALSE,TRUE,FALSE,NA
"SPTLC1","-",18,11,19,13,2,2,0.172413793103448,1.0989010989011,0.0659340659340666,1,27978,117826,0.140832809401751,FALSE,FALSE,TRUE,FALSE,NA
"SPTLC2","-",29,11,32,14,2,2,0.111234705228031,0.72992700729927,0.107142857142857,1,27274,130221,0.333036950734058,FALSE,FALSE,TRUE,FALSE,NA
"SPTLC3","+",8,10,8,12,1,2,0.0591366055588409,1.26582278481013,0.0705128205128207,2,22192,178794,0.642414860681115,FALSE,FALSE,TRUE,FALSE,NA
"SPTSSA","-",10,8,10,10,7,1,0.170731707317073,0.239808153477218,0,1,239852,288595,1,FALSE,FALSE,TRUE,FALSE,NA
"SPTSSB","-",4,2,4,2,1,1,0.114810562571757,0.0721500721500721,0,1,40493,58943,1,FALSE,FALSE,TRUE,FALSE,NA
"SPTY2D1","-",6,3,6,4,2,2,0.19047619047619,0.140449438202247,0.15,2,30792,52397,0.523809523809524,FALSE,FALSE,TRUE,FALSE,NA
"SPTY2D1OS","*",0,1,0,1,0,1,0,0.0271517784414879,0,1,0,18606492,1,FALSE,FALSE,FALSE,FALSE,NA
"SPX","+",1,0,1,0,1,0,0.0268889486421081,0,0,0,923,21525332,1,FALSE,FALSE,FALSE,FALSE,NA
"SPZ1","+",2,0,2,0,1,0,0.485436893203883,0,0,0,6084,80327927,1,FALSE,FALSE,FALSE,FALSE,NA
"SQLE","+",22,14,26,15,2,4,0.205128205128205,0.408997955010225,0.236363636363636,2,90,20747,1,FALSE,TRUE,TRUE,FALSE,NA
"SQOR","*",10,8,10,8,2,2,0.383141762452107,0.102040816326531,0.15,1,6098,63876,1,FALSE,FALSE,FALSE,FALSE,NA
"SQSTM1","+",13,5,14,8,3,3,0.19047619047619,0.127388535031847,0.215909090909091,1,0,26888,0.674922600619195,FALSE,FALSE,TRUE,FALSE,NA
"SRA1","-",0,1,0,1,0,1,0,0.240963855421687,0,1,0,140556715,1,FALSE,FALSE,FALSE,FALSE,NA
"SRARP","*",1,1,1,1,1,1,0.0125454773554134,0.151975683890578,0,1,8019,8264,1,FALSE,FALSE,FALSE,FALSE,NA
"SRBD1","-",40,26,64,46,3,9,0.136986301369863,2.68817204301075,0.269230769230768,2,0,212543,0.847386840566901,FALSE,TRUE,TRUE,FALSE,NA
"SRC","+",5,1,5,1,1,1,0.0676132521974307,0.10351966873706,0,1,11955,46515,1,TRUE,FALSE,TRUE,FALSE,0.481119005206914
"SRCAP","+",83,47,207,128,5,402,0.295639320029564,37.9962192816635,0.75971069542368,15,0,37459,0.0000112739838611688,FALSE,TRUE,TRUE,TRUE,0.481119005206914
"SRCIN1","-",0,1,0,1,0,1,0,0.229885057471264,0,1,0,38595500,1,FALSE,FALSE,FALSE,FALSE,NA
"SRD5A1","+",5,1,5,1,1,1,0.0396510705789056,0.00710176834031673,0,1,2535,36314,1,FALSE,FALSE,TRUE,FALSE,NA
"SRD5A1P1","+",0,1,0,1,0,1,0,0.520833333333333,0,1,24725,139473699,1,FALSE,FALSE,FALSE,FALSE,NA
"SRD5A2","-",2,0,2,0,1,0,0.0305343511450382,0,0,0,72956,31653928,1,FALSE,FALSE,FALSE,FALSE,NA
"SRD5A3","+",8,5,9,5,1,5,0.0871839581517001,0.487329434697856,0.355555555555556,1,36775,62067,1,FALSE,TRUE,TRUE,FALSE,NA
"SRD5A3-AS1","-",0,1,0,1,0,1,0,1.2987012987013,0,1,0,55384676,1,FALSE,FALSE,TRUE,FALSE,NA
"SREBF1","-",5,2,5,2,1,3,0.0727802037845706,0.206753962784287,0.25,1,0,22638,1,FALSE,FALSE,TRUE,FALSE,NA
"SREBF2","+",67,29,161,79,5,3,0.34443168771527,0.523560209424084,0.094649021864214,2,0,70114,0.891119685717682,FALSE,TRUE,TRUE,FALSE,NA
"SREK1","+",23,9,25,13,2,3,0.106044538706257,0.996677740863787,0.199095022624435,2,16212,54573,0.730241822149497,FALSE,TRUE,TRUE,FALSE,NA
"SREK1IP1","-",24,10,26,12,2,2,0.161290322580645,0.256410256410256,0.119047619047619,1,0,42832,0.734239244806542,FALSE,FALSE,TRUE,FALSE,NA
"SRF","+",1,3,1,3,1,2,0.0155183116076971,0.0768049155145929,0.166666666666667,1,0,3210,1,FALSE,TRUE,TRUE,FALSE,NA
"SRFBP1","+",40,20,54,35,3,8,0.235849056603774,1.73410404624277,0.294505494505493,2,6520,67546,0.280691933021783,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP1","+",8,6,9,7,1,1,0.106951871657754,1.42857142857143,0,1,10695,308442,1,FALSE,FALSE,FALSE,FALSE,NA
"SRGAP2","+",15,15,19,18,3,2,0.108873162765378,0.819672131147541,0.0497076023391809,3,0,253941,0.00291827613972993,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP2-AS1","+",3,3,3,3,1,1,0.0408830744071954,0.0753579502637528,0,1,51465,38845,0.4,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP2B","-",6,7,6,7,1,2,0.17636684303351,0.446428571428571,0.107142857142857,1,0,181813,0.559440559440559,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP2C","+",5,7,5,7,2,1,0.098570724494825,0.139082058414465,0,1,0,200973,1,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP2D","+",4,2,4,2,1,1,0.016739203213927,0.126103404791929,0,1,0,65391,1,FALSE,FALSE,TRUE,FALSE,NA
"SRGAP3","-",2,2,2,2,1,1,0.0134879956838414,0.139082058414465,0,1,0,230645,1,TRUE,FALSE,FALSE,FALSE,NA
"SRGN","+",5,4,5,4,1,1,0.0628535512256442,0.200400801603206,0,1,33765,54888,1,FALSE,FALSE,TRUE,FALSE,NA
"SRI","-",10,3,11,3,1,1,0.0499001996007984,0.146842878120411,0,1,0,9498,0.0274725274725275,TRUE,FALSE,FALSE,FALSE,NA
"SRL","-",2,3,2,3,1,1,0.0236350744504845,0.256410256410256,0,1,22705,42387,1,FALSE,FALSE,TRUE,FALSE,NA
"SRM","-",2,1,2,1,1,1,0.0243486729973216,0.00634034998731929,0,1,1657,5597,1,FALSE,FALSE,FALSE,FALSE,NA
"SRP14","-",0,1,0,1,0,1,0,0.030750307503075,0,1,0,40037047,1,FALSE,FALSE,FALSE,FALSE,NA
"SRP14-AS1","+",2,2,2,2,1,1,0.0298507462686567,0.0176740897843761,0,1,870,26845,1,FALSE,FALSE,FALSE,FALSE,NA
"SRP19","+",7,4,8,4,1,1,0.0931098696461825,0.182481751824818,0,1,0,27892,1,FALSE,FALSE,TRUE,FALSE,NA
"SRP54","+",38,20,54,30,2,4,0.073909830007391,1.94174757281553,0.0878787878787879,1,0,44536,0.0127629595871576,FALSE,TRUE,TRUE,FALSE,NA
"SRP54-AS1","*",19,11,21,15,2,1,0.118483412322275,0.389105058365759,0,1,15779,80249,1,FALSE,FALSE,FALSE,FALSE,NA
"SRP68","-",75,40,172,96,3,12,0.759493670886076,0.91324200913242,0.233930878552972,2,5149,37802,0.00346161789811242,FALSE,TRUE,TRUE,FALSE,NA
"SRP72","+",28,16,30,22,2,8,0.363636363636364,4.59770114942529,0.289772727272728,2,0,31863,0.774852372902119,FALSE,TRUE,TRUE,FALSE,NA
"SRP9","+",17,6,17,7,3,3,0.571428571428571,0.793650793650794,0.19047619047619,2,24010,41522,0.628666527980029,FALSE,FALSE,TRUE,FALSE,NA
"SRPK1","-",64,24,105,46,3,3,0.363636363636364,0.909090909090909,0.116899097621001,2,4093,92586,0.369577502657534,FALSE,TRUE,TRUE,FALSE,NA
"SRPK2","-",48,21,64,30,6,2,0.149925037481259,0.537634408602151,0.0311827956989248,1,32308,305937,0.184766920435212,TRUE,FALSE,TRUE,FALSE,NA
"SRPK3","+",5,0,6,0,1,0,0.0298507462686567,0,0,0,225,153785607,1,FALSE,FALSE,FALSE,FALSE,NA
"SRPRB","+",3,3,3,3,1,1,0.0295508274231678,0.0643500643500644,0,1,0,10138,1,FALSE,FALSE,TRUE,FALSE,NA
"SRPX","-",2,0,2,0,1,0,0.0400641025641026,0,0,0,10604,38231529,1,FALSE,FALSE,FALSE,FALSE,NA
"SRR","+",28,13,38,15,3,4,0.161290322580645,0.515463917525773,0.236363636363636,2,0,17812,1,FALSE,TRUE,TRUE,FALSE,NA
"SRRD","+",1,1,1,1,1,1,0.0363636363636364,0.028137310073157,0,1,0,1522,1,FALSE,FALSE,TRUE,FALSE,NA
"SRRM1","+",42,25,62,42,2,4,0.172413793103448,9.52380952380952,0.162931839402427,2,18782,62076,0.00840096825365911,FALSE,TRUE,TRUE,FALSE,NA
"SRRM2","+",75,38,135,104,3,33,0.23696682464455,4.76190476190476,0.343420681882222,2,0,17291,0.0291888575824827,FALSE,TRUE,TRUE,FALSE,NA
"SRRM2-AS1","-",8,3,8,3,1,4,0.0579038795599305,2.66666666666667,0.333333333333333,1,7306,21133,1,FALSE,FALSE,TRUE,FALSE,NA
"SRRM3","+",1,2,1,2,1,1,0.0305343511450382,0.217864923747277,0,1,41662,103410,1,FALSE,FALSE,FALSE,FALSE,NA
"SRRM4","+",0,3,0,4,0,2,0,1.04712041884817,0.15,2,57764,119127679,1,FALSE,FALSE,TRUE,FALSE,NA
"SRRT","+",47,19,64,34,4,4,0.161290322580645,2.91970802919708,0.196524064171124,2,0,12043,0.399769806206652,FALSE,TRUE,TRUE,FALSE,NA
"SRSF1","-",25,20,30,24,2,1,0.128040973111396,0.229885057471264,0,1,27347,37762,0.0318114282787561,FALSE,FALSE,TRUE,FALSE,NA
"SRSF10","-",53,19,79,28,3,10,0.246710526315789,0.549450549450549,0.234555984555985,2,33107,48554,0.0133093922555637,FALSE,FALSE,TRUE,FALSE,NA
"SRSF11","+",38,15,43,20,2,12,0.225733634311512,3.92156862745098,0.43974358974359,3,0,43434,0.057580544435417,FALSE,TRUE,TRUE,FALSE,NA
"SRSF12","-",5,0,5,0,1,0,0.0324675324675325,0,0,0,4477,89113410,1,FALSE,FALSE,FALSE,FALSE,NA
"SRSF2","-",2,3,2,3,1,1,0.0723589001447178,0.0954198473282443,0,1,0,2320,0.4,TRUE,FALSE,TRUE,FALSE,NA
"SRSF3","+",17,8,22,10,3,3,0.172711571675302,0.909090909090909,0.15,1,17900,35513,0.702595972485221,TRUE,FALSE,TRUE,FALSE,NA
"SRSF4","-",19,11,19,14,2,5,0.102564102564103,0.161812297734628,0.264285714285714,2,0,24908,0.304108832680434,FALSE,TRUE,TRUE,FALSE,NA
"SRSF5","+",3,3,3,3,1,3,0.102564102564103,0.292397660818713,0.266666666666667,1,703,3180,1,FALSE,FALSE,TRUE,FALSE,NA
"SRSF6","+",9,7,10,7,3,2,0.112866817155756,0.740740740740741,0.107142857142857,1,118689,130055,0.153434800493624,TRUE,FALSE,TRUE,FALSE,NA
"SRSF7","-",6,1,6,1,1,1,0.0252652854977261,0.29940119760479,0,1,7876,14319,1,FALSE,FALSE,FALSE,FALSE,NA
"SRSF9","-",1,1,1,1,1,1,0.0229673863114377,0.0171585449553878,0,1,0,2670,1,FALSE,FALSE,TRUE,FALSE,NA
"SRY","-",0,1,0,1,0,1,0,0.239808153477218,0,1,3811,2783042,1,FALSE,FALSE,FALSE,FALSE,NA
"SS18","-",72,28,131,50,3,4,0.380952380952381,0.681818181818182,0.148666666666667,2,293697,376598,0.620938371538789,TRUE,TRUE,TRUE,FALSE,NA
"SS18L1","+",12,6,13,6,2,1,0.0511901714870745,0.0384172109104879,0,1,0,36714,1,TRUE,FALSE,TRUE,FALSE,NA
"SSB","+",9,6,9,8,1,3,0.105932203389831,0.432900432900433,0.215909090909091,2,8220,19403,0.153434800493624,FALSE,FALSE,TRUE,FALSE,NA
"SSBP1","+",9,9,9,9,3,2,0.0628535512256442,0.323624595469256,0.141414141414141,1,6686,15120,1,FALSE,FALSE,TRUE,FALSE,NA
"SSBP2","-",79,44,168,77,3,3,0.485436893203883,1.28205128205128,0.134057971014492,2,90473,428948,0.13347055288502,FALSE,TRUE,TRUE,FALSE,NA
"SSBP3","-",12,9,13,10,2,1,0.0920810313075506,0.432900432900433,0,1,61797,232519,1,TRUE,FALSE,TRUE,FALSE,NA
"SSBP4","+",11,4,12,5,2,1,0.0619578686493185,0.0786782061369001,0,1,5511,16227,1,TRUE,FALSE,TRUE,FALSE,NA
"SSC4D","-",3,1,3,1,1,1,0.0644745325596389,0.574712643678161,0,1,9272,17119,1,FALSE,FALSE,FALSE,FALSE,NA
"SSC5D","+",8,2,9,2,1,1,0.0544365813826892,0.37037037037037,0,1,0,15559,0.0545454545454546,FALSE,FALSE,TRUE,FALSE,NA
"SSFA2","+",22,7,27,9,2,3,0.0922509225092251,0.664451827242525,0.222222222222222,2,45882,84923,1,FALSE,FALSE,TRUE,FALSE,NA
"SSH1","-",11,7,11,8,3,1,0.147856086742238,0.294985250737463,0,1,20570,90396,1,FALSE,FALSE,TRUE,FALSE,NA
"SSH2","-",99,47,322,170,5,146,0.253164556962025,6.28768303186908,0.500066067653275,5,0,299868,0.0599644882955539,FALSE,TRUE,TRUE,FALSE,NA
"SSH3","+",5,1,7,1,3,1,0.188205771643664,0.0350017500875044,0,1,2409,7696,1,FALSE,FALSE,TRUE,FALSE,NA
"SSMEM1","+",2,2,2,2,1,1,0.253164556962025,0.357142857142857,0,1,19868,26619,1,FALSE,FALSE,FALSE,FALSE,NA
"SSNA1","+",1,0,1,0,1,0,0.0209819555182543,0,0,0,0,137190120,1,FALSE,FALSE,FALSE,FALSE,NA
"SSPO","+",1,0,1,0,1,0,0.00767400813444862,0,0,0,0,149805472,1,FALSE,FALSE,FALSE,FALSE,NA
"SSR1","-",14,6,16,6,1,1,0.0579374275782155,0.0521648408972353,0,1,0,24834,0.615817618913594,FALSE,FALSE,TRUE,FALSE,NA
"SSR2","-",24,11,26,13,2,2,0.549450549450549,0.340136054421769,0.0659340659340666,2,13983,26584,0.0933124448141134,FALSE,FALSE,TRUE,FALSE,NA
"SSR3","-",7,2,7,2,2,1,0.0505050505050505,0.126103404791929,0,1,57290,69880,1,FALSE,FALSE,FALSE,FALSE,NA
"SSR4","+",5,4,7,4,2,1,0.0861697544161999,0.0916590284142988,0,1,1293,4124,0.193939393939394,FALSE,FALSE,TRUE,FALSE,NA
"SSR4P1","-",0,1,0,1,0,1,0,0.537634408602151,0,1,27223,45043730,1,FALSE,FALSE,FALSE,FALSE,NA
"SSRP1","-",4,1,4,1,1,1,0.0338180588434224,0.0276090557702927,0,1,0,6844,1,FALSE,FALSE,TRUE,FALSE,NA
"SSSCA1-AS1","-",53,20,82,35,5,6,0.225733634311512,4,0.240476190476191,5,5406,5237,0.691183831771229,FALSE,FALSE,FALSE,FALSE,NA
"SST","-",1,0,1,0,1,0,0.0183722212015433,0,0,0,79439,187589465,1,FALSE,FALSE,FALSE,FALSE,NA
"SSTR1","+",21,13,26,24,2,2,0.111669458403127,0.651465798045603,0.0972222222222223,1,152452,129181,0.171345658644695,FALSE,FALSE,FALSE,FALSE,NA
"SSTR2","+",0,1,0,1,0,2,0,0.137835975189524,0,1,10128,73154891,1,TRUE,FALSE,FALSE,FALSE,NA
"SSTR3","-",20,7,23,10,1,2,0.0674763832658569,0.253807106598985,0.081818181818182,1,7775,21006,0.433430307178917,FALSE,FALSE,TRUE,FALSE,NA
"SSTR4","+",1,1,1,1,1,1,0.0309789343246592,0.0208159866777685,0,1,70678,49806,1,FALSE,FALSE,FALSE,FALSE,NA
"SSTR5-AS1","-",2,1,2,1,1,1,0.0276243093922652,0.251889168765743,0,1,28965,32155,1,FALSE,FALSE,TRUE,FALSE,NA
"SSU72","-",68,30,133,78,4,16,0.151687523701176,2.85714285714286,0.26946386946387,3,1425,32094,0.0461338953158568,FALSE,TRUE,TRUE,FALSE,NA
"SSX1","+",1,0,1,0,1,0,0.0505050505050505,0,0,0,10803,48278248,1,TRUE,FALSE,FALSE,FALSE,NA
"SSX2","+",0,1,0,1,0,1,0,0.169204737732657,0,1,3761,52710989,1,TRUE,FALSE,FALSE,FALSE,NA
"SSX2IP","-",17,10,18,11,2,1,0.0641025641025641,0.229357798165138,0.000000000000000444089209850063,1,54690,98998,0.694152923538231,FALSE,FALSE,TRUE,FALSE,NA
"SSX3","-",1,0,1,0,1,0,0.00777121541809138,0,0,0,0,48349908,1,FALSE,FALSE,FALSE,FALSE,NA
"SSX4","+",1,0,1,0,1,0,0.0243486729973216,0,0,0,9961,48373564,1,TRUE,FALSE,FALSE,FALSE,NA
"SSX4B","+",3,0,3,0,1,0,0.136798905608755,0,0,0,16238,48428149,1,FALSE,FALSE,FALSE,FALSE,NA
"SSX5","-",3,3,3,3,1,1,0.0144759698899826,1.47058823529412,0,1,17035,36861,1,FALSE,FALSE,FALSE,FALSE,NA
"SSX6","+",1,0,1,0,1,0,0.0135906496330525,0,0,0,10601,48097379,1,FALSE,FALSE,FALSE,FALSE,NA
"SSX9","-",1,0,1,0,1,0,0.0246184145741014,0,0,0,12379,48289169,1,FALSE,FALSE,FALSE,FALSE,NA
"ST13","-",73,38,161,89,2,29,0.125470514429109,1.48148148148148,0.358458177278401,2,1917,32537,0.000220967939720007,TRUE,TRUE,TRUE,FALSE,NA
"ST14","+",3,2,3,2,1,1,0.0676132521974307,0.116144018583043,0,1,0,32156,1,FALSE,FALSE,FALSE,FALSE,NA
"ST18","-",16,7,19,9,1,1,0.114810562571757,0.980392156862745,0,1,105424,462319,0.670027363940407,FALSE,FALSE,TRUE,FALSE,NA
"ST20-AS1","+",0,1,0,1,0,1,0,0.0952380952380952,0,1,16815,79941670,1,FALSE,FALSE,FALSE,FALSE,NA
"ST20-MTHFS","-",1,6,1,6,1,5,0.016860563142809,1.68350168350168,0.348484848484848,1,0,14830,0.428571428571428,FALSE,TRUE,TRUE,FALSE,NA
"ST3GAL1","-",21,9,25,10,2,1,0.105932203389831,0.62111801242236,0,1,31369,144388,0.285266457680251,FALSE,FALSE,TRUE,FALSE,NA
"ST3GAL2","-",16,8,18,9,1,1,0.0640204865556978,0.404858299595142,0,1,3948,66060,1,FALSE,FALSE,TRUE,FALSE,NA
"ST3GAL3","+",90,37,231,101,6,20,0.552486187845304,1.6260162601626,0.239373121511377,3,0,219552,0.191818839831856,FALSE,TRUE,TRUE,FALSE,NA
"ST3GAL4","+",3,1,3,1,1,1,0.0412541254125412,0.0988142292490119,0,1,0,36848,1,FALSE,FALSE,TRUE,FALSE,NA
"ST3GAL5","-",19,11,19,20,1,7,0.0999000999000999,0.53475935828877,0.242592592592593,1,3201,50468,0.333213079597952,FALSE,FALSE,TRUE,FALSE,NA
"ST3GAL5-AS1","+",4,3,4,5,2,1,0.0605143721633888,0.0974658869395711,0,1,60500,60518,0.523809523809524,FALSE,FALSE,FALSE,FALSE,NA
"ST3GAL6","+",4,2,5,3,1,1,0.0485908649173955,0.352112676056338,0,1,0,48891,1,FALSE,FALSE,FALSE,FALSE,NA
"ST3GAL6-AS1","-",6,2,6,2,2,1,0.0503018108651912,0.182481751824818,0,1,46244,44826,1,FALSE,FALSE,FALSE,FALSE,NA
"ST5","-",3,7,3,7,1,1,0.073909830007391,3.33333333333333,0,1,0,184767,1,TRUE,FALSE,TRUE,FALSE,NA
"ST6GAL1","+",58,29,100,61,3,3,0.114810562571757,0.869565217391304,0.104062722736991,2,28615,194338,0.745852234703339,TRUE,TRUE,TRUE,FALSE,NA
"ST6GAL2","-",4,4,4,4,1,1,0.0485908649173955,0.657894736842105,0,1,280083,424064,1,FALSE,FALSE,FALSE,FALSE,NA
"ST6GALNAC1","-",15,4,18,5,3,1,0.0858369098712446,0.288184438040346,0,1,18167,49598,0.339356295878035,TRUE,FALSE,FALSE,FALSE,NA
"ST6GALNAC2","-",5,2,6,2,1,1,0.0346020761245675,0.404858299595142,0,1,15454,36095,1,FALSE,FALSE,TRUE,FALSE,NA
"ST6GALNAC3","+",34,26,44,37,3,2,0.106044538706257,1.5625,0.0870138431114036,3,16306,591296,1,FALSE,FALSE,TRUE,FALSE,NA
"ST6GALNAC4","-",12,0,18,0,1,0,0.161290322580645,0,0,0,1147,127914486,1,FALSE,FALSE,FALSE,FALSE,NA
"ST6GALNAC5","+",5,1,5,1,1,1,0.0408830744071954,0.122399020807834,0,1,15692,221895,1,FALSE,FALSE,FALSE,FALSE,NA
"ST6GALNAC6","-",21,10,24,14,2,2,0.0931098696461825,0.465116279069767,0.107142857142857,1,2781,24065,0.178799266452214,FALSE,FALSE,TRUE,FALSE,NA
"ST7","+",29,14,32,15,3,2,0.253164556962025,0.869565217391304,0.101960784313725,1,0,248117,0.120791239339169,FALSE,TRUE,TRUE,FALSE,NA
"ST7-AS1","-",1,1,1,1,1,1,0.00614703712810425,0.357142857142857,0,1,9103,5066,1,FALSE,FALSE,FALSE,FALSE,NA
"ST7L","-",33,11,43,12,4,2,0.223338916806254,0.152439024390244,0.0705128205128207,1,0,81568,0.753465416676506,FALSE,TRUE,TRUE,FALSE,NA
"ST8SIA1","-",32,7,40,8,3,2,0.145772594752187,0.404858299595142,0.0972222222222223,2,51360,227465,0.235824407683461,FALSE,FALSE,TRUE,FALSE,NA
"ST8SIA2","+",1,1,2,1,1,1,0.0505050505050505,0.104931794333683,0,1,76318,109453,1,FALSE,FALSE,FALSE,FALSE,NA
"ST8SIA3","+",0,1,0,1,0,1,0,0.00634034998731929,0,1,90018,57262470,1,FALSE,FALSE,FALSE,FALSE,NA
"ST8SIA4","-",89,39,200,103,3,5,0.161290322580645,6.66666666666667,0.193590773049127,2,646083,848319,0.809666861174268,FALSE,TRUE,TRUE,FALSE,NA
"ST8SIA5","-",2,1,2,1,1,1,0.0512295081967213,1,0,1,0,51568,1,FALSE,FALSE,FALSE,FALSE,NA
"ST8SIA6","-",7,10,7,11,1,1,0.0732600732600733,0.892857142857143,0.000000000000000444089209850063,2,64466,225825,1,FALSE,FALSE,TRUE,FALSE,NA
"STAB2","+",2,1,2,1,1,1,0.016860563142809,0.00634034998731929,0,1,11154,150306,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"STAC","+",4,2,4,2,2,1,0.0753012048192771,0.0353606789250354,0,1,229267,366623,1,FALSE,FALSE,TRUE,FALSE,NA
"STAC2","-",1,2,1,2,1,1,0.033955857385399,0.240963855421687,0,1,13271,18093,0.333333333333333,FALSE,FALSE,FALSE,FALSE,NA
"STAC3","-",1,1,1,1,1,1,0.0226193168966297,0.22271714922049,0,1,0,1001,1,FALSE,FALSE,FALSE,FALSE,NA
"STAG1","-",54,36,96,69,4,6,0.136986301369863,2.4390243902439,0.157142857142855,3,32137,447300,0.875034676384822,TRUE,FALSE,TRUE,FALSE,NA
"STAG2","+",55,9,85,15,2,6,0.344827586206897,1.77514792899408,0.336,1,109119,246401,1,TRUE,FALSE,TRUE,FALSE,NA
"STAG3","+",62,30,141,71,2,36,0.106951871657754,4.34782608695652,0.361714975845411,1,0,32704,1,FALSE,TRUE,TRUE,FALSE,NA
"STAG3L1","+",7,6,7,8,1,1,0.0591366055588409,0.465116279069767,0,1,9937,16380,0.608391608391608,FALSE,FALSE,TRUE,FALSE,NA
"STAG3L2","-",6,3,6,3,1,1,0.0491883915395967,0.0451875282422051,0,1,2918,10003,0.5,FALSE,FALSE,FALSE,FALSE,NA
"STAG3L3","-",6,2,6,2,1,8,0.0491883915395967,0.102367242482406,0.388888888888889,1,4550,10681,1,FALSE,FALSE,TRUE,FALSE,NA
"STAG3L4","+",9,4,9,4,2,1,0.07627765064836,0.0733137829912024,0,1,2417,18955,1,FALSE,FALSE,TRUE,FALSE,NA
"STAG3L5P-PVRIG2P-PILRB","+",43,26,74,45,4,10,0.150602409638554,0.72992700729927,0.243961352657005,1,519,31544,0.186986765854428,FALSE,TRUE,TRUE,FALSE,NA
"STAM","+",44,23,63,38,2,6,0.134952766531714,1.02040816326531,0.186403508771932,1,3018,70224,0.838471605791408,FALSE,TRUE,TRUE,FALSE,NA
"STAM-AS1","-",1,0,1,0,1,0,0.0105529759392148,0,0,0,7341,17633941,1,FALSE,FALSE,FALSE,FALSE,NA
"STAM2","-",16,15,20,17,2,3,0.050251256281407,0.189035916824197,0.135294117647059,1,70830,125526,1,FALSE,FALSE,TRUE,FALSE,NA
"STAMBP","+",16,11,19,12,2,5,0.106951871657754,0.529100529100529,0.302631578947368,2,2912,43478,0.484034572575463,FALSE,FALSE,TRUE,FALSE,NA
